Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Churn Category,Churn Reason,Churn Score,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
43,36.88,2.13,,,63,Lake Judith,3246,Month-to-Month,United States,1386-SEQCI,Joined,2,0,Male,1,Cable,"41.818434, -120.462691",41.818434,-120.462691,1,84.71,0,2,2,,1,0,1,1,Credit Card,0,65247,0,Q4,1,5,0,California,1,1,1,25,1933.44,0.0,53.57,0.0,1987.01,0,1,95556,0
41,17.55,31.72,Price,Product dissatisfaction,68,North Derekmouth,3662,Month-to-Month,United States,9929-BFQOJ,Churned,1,0,Male,0,,"40.21757, -114.49633",40.21757,-114.49633,1,82.4,0,1,4,Offer A,0,0,0,1,Credit Card,1,12509,0,Q4,1,2,0,California,0,0,0,16,1433.62,78.26,554.99,0.0,2066.87,0,0,95101,1
43,17.85,32.02,,,61,Heatherbury,6211,Month-to-Month,United States,3859-LWAPC,Stayed,0,0,Male,0,,"34.891854, -123.590852",34.891854,-123.590852,0,51.68,0,0,0,,0,0,0,1,Credit Card,0,28144,0,Q4,0,5,0,California,0,0,0,40,2188.09,0.0,1176.13,21.15,3343.07,0,0,92152,0
50,0.0,8.63,,,6,East Meagan,3343,Month-to-Month,United States,9425-JFVTZ,Stayed,2,0,Female,0,,"39.216971, -120.283874",39.216971,-120.283874,1,51.58,1,2,0,Offer E,0,0,0,1,Credit Card,1,47649,0,Q4,0,1,0,California,0,0,0,59,3021.12,0.0,471.64,0.0,3492.7599999999998,0,0,91418,0
61,17.83,18.02,Dissatisfaction,Price too high,80,Lake Carlosshire,6410,Month-to-Month,United States,6393-MJXHF,Churned,0,0,Female,1,Cable,"39.112533, -121.605276",39.112533,-121.605276,0,48.57,0,0,0,Offer C,1,1,1,0,Bank Withdrawal,0,20493,0,Q4,0,1,0,California,0,1,1,1,49.4,0.0,19.53,0.0,68.93,0,0,90154,1
28,22.29,0.0,,,5,Singletonside,2968,One Year,United States,4525-VTRSD,Stayed,0,1,Male,1,DSL,"40.892194, -120.311834",40.892194,-120.311834,1,10.0,0,0,10,Offer C,1,1,0,1,Bank Withdrawal,0,14579,0,Q4,1,1,0,California,0,1,0,67,620.26,0.0,0.0,0.0,620.26,1,0,92274,0
18,20.03,0.0,,,54,Jonesport,5328,Month-to-Month,United States,6563-OKRBZ,Joined,0,0,Female,0,,"39.503294, -119.951809",39.503294,-119.951809,0,53.55,0,0,4,Offer E,0,0,1,1,Bank Withdrawal,0,89333,0,Q4,1,2,0,California,0,0,0,56,2756.16,0.0,0.0,0.0,2756.16,1,0,94430,0
57,0.71,4.47,Price,Price too high,71,Ashleemouth,2503,Two Year,United States,2050-TYWLS,Churned,0,0,Female,1,Fiber Optic,"33.291738, -119.449162",33.291738,-119.449162,0,94.76,0,0,0,,1,1,1,1,Bank Withdrawal,0,81026,0,Q4,0,4,0,California,0,1,0,62,6146.63,0.0,272.55,0.0,6419.18,0,1,95670,1
42,42.52,0.0,Other,Price too high,73,Port Andrea,4500,One Year,United States,8076-GTZUX,Churned,0,0,Male,1,DSL,"41.630968, -122.017382",41.630968,-122.017382,0,73.1,0,0,4,,0,1,0,0,Bank Withdrawal,0,59078,1,Q4,1,1,0,California,1,0,1,11,816.76,0.0,0.0,0.0,816.76,0,1,92494,1
54,28.62,1.54,,,46,Matthewberg,2491,One Year,United States,6286-INYBM,Stayed,0,1,Female,1,DSL,"40.634376, -119.595961",40.634376,-119.595961,1,36.75,1,0,0,,0,0,1,1,Credit Card,1,46641,1,Q4,0,5,0,California,1,0,0,62,2136.32,0.0,90.89,8.03,2219.18,0,0,91399,0
61,25.24,1.13,,,15,Chandlertown,6054,Month-to-Month,United States,7767-ZLQUH,Joined,0,1,Female,1,Fiber Optic,"39.36131, -120.31867",39.36131,-120.31867,0,30.2,0,0,0,Offer A,0,0,0,1,Bank Withdrawal,1,12471,1,Q4,0,5,0,California,0,0,1,24,728.11,0.0,29.21,0.0,757.32,0,0,95790,0
36,30.45,0.43,,,25,Jennifermouth,3138,Two Year,United States,5680-PFYXG,Stayed,0,0,Male,1,Fiber Optic,"39.644277, -118.616565",39.644277,-118.616565,1,136.33,0,0,9,Offer D,0,0,0,1,Bank Withdrawal,0,52440,1,Q4,1,3,0,California,0,0,1,45,6114.11,46.04,19.03,0.0,6179.179999999999,0,0,93112,0
54,42.55,0.0,Attitude,Lack of affordable download/upload speed,81,East Stephaniehaven,5343,Month-to-Month,United States,8355-THDMK,Churned,0,0,Female,0,,"38.826893, -121.078722",38.826893,-121.078722,0,68.27,1,0,0,Offer D,0,0,0,1,Credit Card,1,38951,0,Q4,0,4,0,California,0,0,0,1,64.29,0.0,0.0,0.0,64.29,0,0,95445,1
55,65.06,44.02,Price,Moved,67,Allenfort,5784,Month-to-Month,United States,5511-XFIUR,Churned,0,0,Male,0,,"40.130062, -119.007346",40.130062,-119.007346,1,63.45,0,0,0,Offer A,0,0,1,1,Bank Withdrawal,1,93965,0,Q4,0,2,0,California,0,0,0,40,2721.47,0.0,1898.27,0.0,4619.74,0,0,91778,1
45,0.0,49.16,,,32,Harmonborough,3325,Month-to-Month,United States,3863-YANCP,Stayed,0,0,Female,0,,"33.151201, -119.359707",33.151201,-119.359707,1,66.48,0,0,0,,0,0,1,0,Bank Withdrawal,0,19806,0,Q4,0,4,0,California,0,0,0,16,1100.64,0.0,788.55,0.0,1889.19,0,0,93062,0
73,26.87,0.0,,,41,Michaelburgh,5514,Month-to-Month,United States,613-QDOIT,Stayed,1,1,Female,1,DSL,"40.1597, -117.530958",40.1597,-117.530958,0,45.26,0,1,0,Offer D,0,0,0,1,Bank Withdrawal,0,55157,1,Q4,0,4,1,California,0,0,0,28,1262.62,0.0,0.0,0.0,1262.62,0,1,91226,0
30,2.6,28.75,,,12,New Stephenchester,2431,Two Year,United States,7602-MTMTR,Stayed,2,0,Male,1,Fiber Optic,"40.451359, -118.025355",40.451359,-118.025355,1,65.95,1,2,0,Offer E,1,1,1,1,Credit Card,1,59177,0,Q4,0,4,0,California,1,0,1,48,3407.62,59.97,1439.25,0.0,4906.84,0,1,95517,0
38,3.39,22.3,Attitude,Attitude of service provider,72,West Steven,5269,Month-to-Month,United States,6060-HEWHK,Churned,0,1,Male,1,Fiber Optic,"39.717316, -115.918592",39.717316,-115.918592,0,88.8,0,0,0,,0,1,0,1,Bank Withdrawal,1,80205,0,Q4,0,1,0,California,0,0,1,49,4004.91,0.0,1050.81,19.49,5036.23,0,1,92974,1
45,23.39,32.95,,,35,Hartshire,5444,Month-to-Month,United States,9701-GGBHL,Joined,0,1,Male,1,Cable,"40.325303, -122.991114",40.325303,-122.991114,0,43.4,0,0,0,Offer B,1,0,1,1,Credit Card,0,75393,0,Q4,0,1,0,California,0,1,1,40,1847.68,0.0,1396.46,0.0,3244.1400000000003,0,1,92038,0
48,1.14,16.89,,,40,Port Jennifer,6049,Two Year,United States,5796-VRRXI,Stayed,1,0,Female,0,,"41.9307, -118.246583",41.9307,-118.246583,1,55.75,0,1,10,Offer B,0,0,0,1,Bank Withdrawal,0,26219,0,Q4,1,5,0,California,0,0,0,33,1736.69,0.0,569.2,0.0,2305.8900000000003,0,0,91057,0
18,41.05,19.21,,,31,Milesborough,3952,One Year,United States,9514-CRXWM,Stayed,1,0,Female,0,,"39.476172, -117.102207",39.476172,-117.102207,0,109.68,0,1,0,Offer C,0,0,1,0,Credit Card,1,86685,0,Q4,1,2,0,California,0,0,0,1,111.54,0.0,20.61,0.0,132.15,1,0,94420,0
36,15.46,15.8,,,22,Yangmouth,6496,One Year,United States,7822-VGFPE,Joined,1,0,Male,1,Cable,"35.72119, -116.075972",35.72119,-116.075972,1,51.42,0,1,0,Offer C,0,1,1,1,Bank Withdrawal,1,34949,1,Q4,0,2,0,California,0,0,1,1,52.79,0.0,15.22,0.0,68.01,0,0,94234,0
52,1.17,48.21,Competitor,Poor expertise of online support,84,Port Miguelbury,4227,Two Year,United States,5570-PXGKS,Churned,2,0,Male,0,,"33.049094, -115.394085",33.049094,-115.394085,1,93.35,1,2,3,Offer E,0,0,1,1,Bank Withdrawal,1,76465,0,Q4,1,3,0,California,0,0,0,11,1053.61,0.0,509.38,0.0,1562.9899999999998,0,0,94458,1
55,16.06,0.0,Other,Product dissatisfaction,91,North Nicole,2466,Month-to-Month,United States,6720-RJEWH,Churned,0,1,Female,1,Fiber Optic,"34.756991, -122.594564",34.756991,-122.594564,1,88.6,0,0,0,Offer E,0,1,0,1,Bank Withdrawal,1,73635,1,Q4,0,2,0,California,0,1,1,14,1350.59,0.0,0.0,0.0,1350.59,0,0,91077,1
38,5.8,0.0,Other,Competitor had better devices,76,Brooksfurt,4170,Two Year,United States,155-NTEOX,Churned,0,0,Male,1,DSL,"41.284039, -124.096335",41.284039,-124.096335,1,52.08,0,0,0,,0,1,1,0,Bank Withdrawal,0,84647,1,Q4,0,1,0,California,1,1,0,1,55.8,48.14,0.0,0.0,103.94,0,0,96161,1
38,4.71,46.73,,,52,South Joshua,5621,Two Year,United States,6299-IOTSQ,Stayed,2,0,Male,0,,"36.14942, -122.342299",36.14942,-122.342299,0,32.77,1,2,0,,0,0,0,1,Credit Card,1,48971,0,Q4,0,3,0,California,0,0,0,20,664.98,0.0,871.84,0.0,1536.8200000000002,0,0,91700,0
33,53.34,0.0,Price,Deceased,65,Kristinshire,3063,One Year,United States,2936-MBHKS,Churned,1,1,Male,1,Fiber Optic,"35.678273, -119.896688",35.678273,-119.896688,0,118.36,1,1,8,Offer D,1,1,1,1,Bank Withdrawal,1,12789,0,Q4,1,2,0,California,1,1,1,41,5206.11,93.8,0.0,10.38,5289.53,0,1,94727,1
36,8.53,1.74,,,61,West Teresa,3100,Month-to-Month,United States,8655-VMUWT,Joined,0,1,Female,1,Fiber Optic,"33.386498, -119.706272",33.386498,-119.706272,1,67.78,0,0,0,Offer A,0,0,1,0,Bank Withdrawal,1,32676,1,Q4,0,5,0,California,1,1,0,50,3080.67,0.0,80.35,0.0,3161.02,0,0,94938,0
49,32.32,0.0,,,52,Lake Angelahaven,2254,Month-to-Month,United States,3477-ORAEX,Joined,1,0,Male,1,Fiber Optic,"33.186794, -123.384677",33.186794,-123.384677,0,10.0,0,1,0,,1,0,1,1,Credit Card,0,43667,1,Q4,1,2,0,California,0,0,0,16,169.42,33.45,0.0,40.48,162.39000000000001,0,0,91183,0
72,18.73,0.0,,,56,Amytown,4702,One Year,United States,8712-TJEFW,Stayed,0,0,Female,0,,"32.802712, -114.650826",32.802712,-114.650826,0,90.52,1,0,0,Offer B,0,0,1,0,Mailed Check,1,12455,0,Q4,1,3,1,California,0,0,0,32,2732.22,0.0,0.0,0.0,2732.22,0,0,95651,0
51,76.22,42.58,,,34,Lake Caitlinton,4193,Month-to-Month,United States,2508-SYAST,Stayed,0,1,Female,1,DSL,"40.259135, -122.315766",40.259135,-122.315766,1,61.18,1,0,7,Offer B,1,1,1,1,Bank Withdrawal,1,48201,1,Q4,1,5,0,California,0,0,1,16,988.04,6.44,708.08,0.0,1702.56,0,1,91868,0
59,21.87,14.03,,,10,Scottmouth,5923,Month-to-Month,United States,5351-FTHZF,Joined,0,1,Male,1,Fiber Optic,"34.387603, -120.698513",34.387603,-120.698513,0,73.96,1,0,0,Offer E,0,1,1,0,Bank Withdrawal,1,38749,1,Q4,0,1,0,California,1,0,1,16,1189.47,0.0,214.47,0.0,1403.94,0,1,92701,0
39,27.68,0.0,,,47,West Janiceburgh,5849,Two Year,United States,8177-XFDLS,Joined,0,0,Female,1,Fiber Optic,"41.197052, -121.988603",41.197052,-121.988603,1,106.63,1,0,0,Offer D,1,0,0,0,Credit Card,1,34393,0,Q4,0,5,0,California,1,0,0,64,6648.41,0.0,0.0,0.0,6648.41,0,0,91106,0
49,2.88,38.32,Attitude,Deceased,86,Garrisonburgh,6137,Two Year,United States,5677-AWGHJ,Churned,2,0,Female,1,Fiber Optic,"41.662704, -121.778995",41.662704,-121.778995,1,107.82,0,2,0,Offer B,0,1,0,1,Credit Card,1,51935,0,Q4,0,4,0,California,0,0,0,33,3514.55,0.0,1340.32,0.0,4854.87,0,1,95059,1
56,0.0,35.42,Attitude,Limited range of services,91,West Brookehaven,6106,One Year,United States,9421-FCLYP,Churned,0,0,Female,1,DSL,"41.089147, -122.498625",41.089147,-122.498625,0,60.64,0,0,2,Offer A,1,0,0,0,Bank Withdrawal,0,73357,1,Q4,1,1,0,California,0,1,0,1,59.67,0.0,34.36,0.0,94.03,0,1,93853,1
49,0.0,2.51,,,43,East Ashley,4475,One Year,United States,2622-RRFFO,Joined,2,0,Female,0,,"39.202873, -117.370803",39.202873,-117.370803,0,111.08,1,2,0,Offer A,0,0,1,0,Credit Card,1,1588,0,Q4,0,2,0,California,0,0,0,31,3628.89,0.0,85.54,0.0,3714.43,0,0,92157,0
55,13.45,47.16,,,7,North Joannaport,4623,Two Year,United States,3783-CCMEA,Joined,2,0,Male,0,,"32.80366, -117.432538",32.80366,-117.432538,1,10.24,0,2,0,Offer A,0,0,0,0,Credit Card,0,58070,0,Q4,0,3,0,California,0,0,0,29,304.87,16.95,1270.21,0.0,1592.03,0,0,90868,0
69,10.26,8.96,,,63,North Josephchester,4757,Month-to-Month,United States,605-IMZJN,Stayed,1,1,Male,1,Fiber Optic,"39.556794, -120.872953",39.556794,-120.872953,1,55.84,0,1,0,Offer D,0,0,1,0,Credit Card,0,29090,1,Q4,0,1,1,California,0,1,0,63,3632.59,0.0,546.34,0.0,4178.93,0,1,92406,0
55,4.84,0.0,,,9,Sheilaside,6257,Two Year,United States,7770-IILEE,Stayed,0,1,Male,1,Fiber Optic,"34.014954, -118.314607",34.014954,-118.314607,0,127.25,0,0,0,Offer A,1,0,0,0,Bank Withdrawal,1,67495,1,Q4,0,3,0,California,1,0,0,1,132.34,0.0,0.0,38.43,93.91,0,0,91820,0
28,0.0,31.04,,,50,Zacharyview,5146,Two Year,United States,9428-EXVKN,Stayed,0,0,Female,0,,"33.617634, -119.391986",33.617634,-119.391986,0,47.28,1,0,0,Offer E,0,0,0,1,Credit Card,1,57503,0,Q4,0,5,0,California,0,0,0,35,1504.92,0.0,1075.75,0.0,2580.67,1,0,94080,0
37,20.01,11.18,,,12,Port Timothyberg,2085,Month-to-Month,United States,7330-PMYKJ,Stayed,0,1,Female,1,Fiber Optic,"33.636822, -118.26985",33.636822,-118.26985,0,76.03,0,0,0,Offer B,1,0,0,1,Bank Withdrawal,0,69418,1,Q4,0,5,0,California,0,1,1,29,2096.45,0.0,298.75,0.0,2395.2,0,0,94706,0
26,14.58,23.6,,,42,Emilyburgh,6265,One Year,United States,1760-LCAMA,Stayed,0,0,Male,0,,"34.062503, -119.940416",34.062503,-119.940416,1,43.78,0,0,0,Offer A,0,0,1,1,Credit Card,1,19247,0,Q4,0,1,0,California,0,0,0,16,720.95,78.6,345.47,0.0,1145.02,1,0,93024,0
57,12.4,30.91,,,59,Vanessafort,3347,One Year,United States,8830-CGDTL,Joined,0,0,Female,0,,"40.257732, -122.879369",40.257732,-122.879369,0,81.83,0,0,7,Offer C,0,0,1,0,Credit Card,1,20329,0,Q4,1,1,0,California,0,0,0,34,2711.52,77.18,1072.16,0.0,3860.86,0,0,90315,0
73,61.38,0.0,,,19,Sharonview,5868,Month-to-Month,United States,1749-ILPYH,Joined,1,0,Male,1,Fiber Optic,"39.380358, -118.251582",39.380358,-118.251582,1,18.52,0,1,0,Offer E,1,1,0,1,Credit Card,1,66651,1,Q4,0,4,1,California,1,1,0,8,158.71,67.83,0.0,0.0,226.54000000000002,0,0,94828,0
38,0.0,7.73,,,60,North Kenneth,3339,Two Year,United States,9869-GGGIU,Joined,0,0,Male,1,Cable,"41.125763, -117.162532",41.125763,-117.162532,0,74.36,0,0,0,Offer A,0,1,1,0,Credit Card,1,82741,0,Q4,0,4,0,California,0,0,0,1,75.68,0.0,7.12,11.54,71.26000000000002,0,0,94605,0
76,38.19,5.77,Competitor,Competitor had better devices,75,East Claudiaberg,4476,Month-to-Month,United States,8893-YZCRV,Churned,0,0,Male,1,Fiber Optic,"37.471402, -117.414256",37.471402,-117.414256,0,71.07,0,0,0,Offer B,0,0,0,1,Bank Withdrawal,1,6135,1,Q4,1,3,1,California,0,1,1,63,4623.14,0.0,391.52,0.0,5014.66,0,1,93957,1
33,37.41,31.27,,,53,Hubbardfort,4562,One Year,United States,4614-BEPZI,Stayed,1,0,Male,0,,"36.39641, -119.122398",36.39641,-119.122398,0,108.74,0,1,0,Offer D,0,0,1,1,Credit Card,0,84179,0,Q4,0,1,0,California,0,0,0,61,6326.14,0.0,1868.96,0.0,8195.1,0,0,92223,0
51,0.0,0.0,,,24,East Susan,6185,Month-to-Month,United States,243-MRLGQ,Joined,0,0,Male,1,Fiber Optic,"40.662256, -122.135238",40.662256,-122.135238,0,52.01,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,22506,0,Q4,0,4,0,California,0,1,1,49,2435.58,0.0,0.0,0.0,2435.58,0,1,91905,0
18,4.13,37.7,,,7,New Alyssamouth,3458,Two Year,United States,3420-GEUCH,Stayed,0,1,Female,1,Fiber Optic,"35.67368, -115.699731",35.67368,-115.699731,0,31.73,1,0,5,Offer A,0,0,1,1,Bank Withdrawal,1,98246,0,Q4,1,3,0,California,0,0,1,55,1722.21,0.0,2043.47,0.0,3765.6800000000003,1,1,90789,0
48,0.0,36.7,,,62,Isaacstad,5812,Two Year,United States,7211-LSURX,Stayed,0,0,Female,1,Fiber Optic,"38.557796, -117.479654",38.557796,-117.479654,1,107.99,0,0,9,Offer D,1,1,0,1,Credit Card,1,99561,1,Q4,1,1,0,California,0,1,0,39,4205.01,0.0,1422.26,0.0,5627.27,0,0,90330,0
46,15.1,11.2,,,52,Millermouth,4146,Two Year,United States,7191-ZEHHN,Joined,0,1,Female,1,DSL,"40.480596, -117.071792",40.480596,-117.071792,1,72.91,0,0,0,Offer B,0,1,0,1,Credit Card,1,39073,1,Q4,0,1,0,California,0,1,1,24,1859.5,0.0,274.73,0.0,2134.23,0,1,95397,0
51,18.9,20.1,Attitude,Moved,87,Solomonborough,4578,Month-to-Month,United States,6237-ZPVLG,Churned,2,0,Female,0,,"36.758488, -115.113354",36.758488,-115.113354,0,64.84,1,2,4,Offer A,0,0,1,0,Credit Card,1,63270,0,Q4,1,4,0,California,0,0,0,39,2408.2,0.0,712.51,0.0,3120.71,0,0,94283,1
66,47.83,41.43,,,54,Camachoside,4140,Month-to-Month,United States,5765-JYLJO,Stayed,0,0,Female,1,Cable,"33.905758, -123.152965",33.905758,-123.152965,0,93.43,0,0,10,Offer E,1,1,1,0,Credit Card,0,13134,1,Q4,1,5,1,California,0,0,0,1,96.89,0.0,41.65,0.0,138.54,0,1,95799,0
18,18.24,21.45,,,60,Port Annaland,3694,Month-to-Month,United States,6772-QLSRM,Stayed,0,1,Female,1,DSL,"37.748821, -116.887997",37.748821,-116.887997,0,115.26,0,0,5,Offer B,0,1,0,1,Bank Withdrawal,0,43489,0,Q4,1,1,0,California,0,1,1,42,4844.62,54.41,822.21,0.0,5721.24,1,0,95053,0
65,15.72,0.0,,,25,New Micheal,3583,Two Year,United States,2459-DMCIK,Stayed,0,1,Female,1,Cable,"39.042788, -121.301426",39.042788,-121.301426,1,52.38,0,0,0,,1,0,1,0,Mailed Check,1,32768,0,Q4,0,1,1,California,1,1,1,38,1922.83,0.0,0.0,11.04,1911.79,0,0,90038,0
42,35.92,49.58,,,27,North James,5492,Month-to-Month,United States,4364-EJULZ,Stayed,0,1,Male,1,Fiber Optic,"41.567253, -118.105527",41.567253,-118.105527,1,107.94,0,0,0,Offer A,0,1,0,0,Credit Card,0,48140,1,Q4,0,5,0,California,1,0,1,1,114.04,0.0,51.78,0.0,165.82,0,1,92801,0
53,41.5,41.61,,,16,West Anthonymouth,2147,Month-to-Month,United States,5543-UFVWA,Joined,0,0,Male,1,Fiber Optic,"36.79549, -119.353413",36.79549,-119.353413,0,41.04,0,0,0,Offer B,1,0,0,0,Bank Withdrawal,0,29646,1,Q4,0,5,0,California,1,0,0,25,1104.35,0.0,1093.81,0.0,2198.16,0,0,94048,0
80,20.25,36.46,,,18,Port Stefanie,2016,One Year,United States,7981-XYNUG,Stayed,2,0,Female,1,Cable,"37.351677, -121.844038",37.351677,-121.844038,1,95.59,0,2,6,Offer A,1,0,0,1,Bank Withdrawal,0,54474,1,Q4,1,1,1,California,0,0,0,44,4421.19,40.5,1695.99,0.0,6157.679999999999,0,0,90071,0
37,0.0,21.07,Dissatisfaction,Lack of affordable download/upload speed,74,Lake Jacob,5588,Month-to-Month,United States,2236-NCJCL,Churned,0,0,Female,1,Fiber Optic,"32.794783, -122.753175",32.794783,-122.753175,1,69.7,1,0,0,Offer E,1,0,1,1,Bank Withdrawal,1,78506,1,Q4,0,4,0,California,1,1,0,1,63.57,0.0,21.51,0.0,85.08,0,0,92079,1
59,26.18,9.5,Other,Competitor had better devices,75,East Brianna,6288,Month-to-Month,United States,1942-VIVQW,Churned,0,0,Male,1,Fiber Optic,"34.258972, -118.765192",34.258972,-118.765192,0,144.07,1,0,10,Offer A,0,1,0,1,Mailed Check,1,1056,0,Q4,1,3,0,California,1,0,0,81,11208.97,0.0,822.72,0.0,12031.689999999999,0,0,90708,1
28,53.58,29.19,,,33,Port Rebecca,4155,One Year,United States,829-VSRRY,Joined,1,1,Female,1,Fiber Optic,"32.718615, -119.575775",32.718615,-119.575775,1,62.57,0,1,0,Offer A,0,0,0,0,Bank Withdrawal,1,47507,1,Q4,0,2,0,California,0,0,0,36,2390.18,0.0,1007.11,0.0,3397.29,1,1,91521,0
64,50.74,17.31,,,46,Lake Isabella,2902,Two Year,United States,2244-CTKYV,Joined,0,0,Female,0,,"41.330233, -121.876113",41.330233,-121.876113,1,67.16,0,0,0,Offer B,0,0,0,0,Bank Withdrawal,0,30996,0,Q4,0,3,0,California,0,0,0,9,581.76,0.0,156.11,0.0,737.87,0,0,90662,0
22,27.69,28.74,,,48,New Aaronmouth,2957,One Year,United States,374-XGUYS,Joined,2,0,Male,1,DSL,"32.613009, -115.715514",32.613009,-115.715514,1,62.34,0,2,9,Offer B,0,0,1,1,Bank Withdrawal,0,68998,1,Q4,1,2,0,California,0,0,1,47,3026.3,0.0,1477.76,44.24,4459.820000000001,1,1,94784,0
65,27.12,0.0,,,46,New Jenniferfort,3305,Two Year,United States,9790-BDSLU,Stayed,0,0,Female,0,,"38.815749, -119.095359",38.815749,-119.095359,1,53.26,0,0,0,Offer C,0,0,0,0,Bank Withdrawal,0,62471,0,Q4,0,2,1,California,0,0,0,59,3204.88,78.93,0.0,0.0,3283.81,0,0,95478,0
49,29.71,8.52,,,59,South Fredstad,5276,Month-to-Month,United States,2830-GJNRO,Joined,0,0,Male,0,,"32.604097, -121.153895",32.604097,-121.153895,1,74.56,1,0,8,Offer C,0,0,0,0,Bank Withdrawal,1,18828,0,Q4,1,3,0,California,0,0,0,24,1779.02,0.0,187.98,0.0,1967.0,0,0,94982,0
36,7.96,26.16,,,36,West Paultown,2528,Month-to-Month,United States,4021-NROOC,Joined,2,0,Male,1,DSL,"34.732866, -116.925645",34.732866,-116.925645,1,38.29,0,2,4,Offer A,1,0,0,0,Bank Withdrawal,0,26832,0,Q4,1,2,0,California,0,1,0,3,103.48,0.0,83.72,0.0,187.2,0,0,94749,0
38,9.57,22.39,Price,Competitor offered higher download speeds,91,Westview,5096,One Year,United States,8222-GOMJE,Churned,2,0,Female,1,Cable,"33.874944, -121.455199",33.874944,-121.455199,1,88.62,0,2,1,Offer B,1,0,1,0,Credit Card,1,87089,0,Q4,1,3,0,California,0,1,0,45,4277.23,54.06,1051.59,0.0,5382.88,0,0,95798,1
62,0.0,43.12,,,7,South Tracy,4535,One Year,United States,3691-THFUZ,Joined,3,0,Female,0,,"34.918915, -114.550381",34.918915,-114.550381,1,79.4,1,3,6,Offer A,0,0,0,1,Credit Card,1,13761,0,Q4,1,3,0,California,0,0,0,1,74.91,45.58,40.64,0.0,161.13,0,0,94596,0
33,35.87,11.41,,,54,Michellebury,3325,Two Year,United States,2419-ZNONQ,Stayed,2,0,Male,0,,"40.931155, -123.375541",40.931155,-123.375541,0,68.78,0,2,10,,0,0,1,0,Mailed Check,1,20140,0,Q4,1,1,0,California,0,0,0,5,310.07,61.36,58.65,0.0,430.08,0,0,94187,0
26,25.99,46.89,,,31,North Micheleburgh,6103,Month-to-Month,United States,4801-EDKCS,Joined,1,0,Female,1,Fiber Optic,"41.829913, -119.720253",41.829913,-119.720253,0,69.47,0,1,0,Offer E,0,1,0,1,Credit Card,0,65836,0,Q4,0,3,0,California,0,0,0,69,4828.82,0.0,3414.1,0.0,8242.92,1,1,93166,0
45,10.01,28.84,,,41,Powersberg,3787,Two Year,United States,408-HZBLK,Joined,2,0,Male,0,,"37.102352, -116.852692",37.102352,-116.852692,1,55.78,0,2,9,Offer D,0,0,0,0,Bank Withdrawal,1,34866,0,Q4,1,5,0,California,0,0,0,30,1773.48,0.0,899.92,0.0,2673.4,0,0,93438,0
53,35.0,0.0,,,28,Michaelburgh,5794,Month-to-Month,United States,6855-STLKD,Joined,0,0,Male,1,Fiber Optic,"34.422091, -122.756953",34.422091,-122.756953,1,10.96,1,0,9,,1,1,0,0,Bank Withdrawal,1,72497,0,Q4,1,2,0,California,1,1,1,41,457.07,0.0,0.0,41.88,415.19,0,0,94147,0
61,28.3,0.0,Attitude,Poor expertise of online support,93,West Linda,4329,Month-to-Month,United States,398-DOCDG,Churned,0,0,Female,0,,"34.815391, -117.255905",34.815391,-117.255905,1,92.97,0,0,0,Offer B,0,0,0,0,Credit Card,0,59984,0,Q4,0,1,0,California,0,0,0,34,3215.28,0.0,0.0,0.0,3215.28,0,0,90858,1
18,32.79,1.09,Competitor,Competitor offered higher download speeds,75,Bennetttown,3374,One Year,United States,9940-UMNIA,Churned,0,0,Female,0,,"34.024612, -116.889662",34.024612,-116.889662,1,34.71,0,0,0,Offer C,0,0,0,1,Mailed Check,0,99198,0,Q4,0,2,0,California,0,0,0,62,1986.6,0.0,62.4,0.0,2049.0,1,0,92395,1
81,42.9,22.83,,,60,East Dustin,5459,Month-to-Month,United States,7611-CZKAE,Joined,1,0,Female,0,,"41.021949, -123.299325",41.021949,-123.299325,0,69.88,1,1,3,Offer D,0,0,0,1,Credit Card,1,44436,0,Q4,1,4,1,California,0,0,0,53,3715.96,0.0,1136.32,0.0,4852.28,0,0,95575,0
41,0.0,35.77,,,13,Davidmouth,4579,Month-to-Month,United States,2496-STZBL,Joined,3,0,Male,0,,"41.191327, -122.448962",41.191327,-122.448962,1,77.64,0,3,0,Offer B,0,0,1,1,Credit Card,0,97721,0,Q4,0,3,0,California,0,0,0,60,4296.09,0.0,2153.73,0.0,6449.82,0,0,95938,0
40,28.02,29.72,,,5,Port Kristishire,3868,Two Year,United States,6669-ZDBEH,Stayed,0,0,Female,0,,"38.345196, -120.506866",38.345196,-120.506866,1,38.29,0,0,9,Offer D,0,0,1,1,Bank Withdrawal,0,84992,0,Q4,1,5,0,California,0,0,0,9,355.03,17.63,278.07,0.0,650.7299999999999,0,0,93230,0
